Serial No,Kanban Read,Parts Code,Line No,Stock Address,Parts Name,Comment,Length(mm),Quantity,Production Location
SN-38bcb075424204a,TC-VO26X1(B)_360_7101_50_07542_H4-15_2_200928180219,7542,7101,H4-15,VO26X1(B),WITH SLIT,360,50,
SN-7e6aa07540d62a6,TC-VO28X1(B)_330_7101_50_07540_H4-09_1_200928180219,7540,7101,H4-09,VO28X1(B),WITH SLIT,330,50,
SN-f491307540b11bf,TC-VO28X1(B)_330_7101_50_07540_H4-09_2_200928180219,7540,7101,H4-09,VO28X1(B),WITH SLIT,330,50,
SN-b43f2071615ec7c,TC-VO6X0.5(B)_50_7101_100_07161_Temp. Location_1_200928180219,7161,7101,Temp. Location,VO6X0.5(B),WITH SLIT,50,100,
SN-570ee07161395bc,TC-VO6X0.5(B)_50_7101_100_07161_Temp. Location_2_200928180219,7161,7101,Temp. Location,VO6X0.5(B),WITH SLIT,50,100,
SN-c61c3071611c46c,TC-VO6X0.5(B)_145_7101_100_07161_G6-15_1_200928180219,7161,7101,G6-15,VO6X0.5(B),WITH SLIT,145,100,
SN-507e9071619cf8f,TC-VO6X0.5(B)_145_7101_100_07161_G6-15_2_200928180219,7161,7101,G6-15,VO6X0.5(B),WITH SLIT,145,100,
SN-d168707161eab84,TC-VO6X0.5(B)_190_7101_100_07161_Temp. Location_1_200928180219,7161,7101,G4-32,VO6X0.5(B),WITH SLIT,190,100,
SN-d9d590716161e31,TC-VO6X0.5(B)_190_7101_100_07161_Temp. Location_2_200928180219,7161,7101,G4-32,VO6X0.5(B),WITH SLIT,190,100,
SN-5ea6c07161c42fa,TC-VO6X0.5(B)_255_7101_100_07161_G6-26_1_200928180219,7161,7101,G6-26,VO6X0.5(B),WITH SLIT,255,100,
SN-4e03307161a33f0,TC-VO6X0.5(B)_255_7101_100_07161_G6-26_2_200928180219,7161,7101,G6-26,VO6X0.5(B),WITH SLIT,255,100,
SN-c7e1e07161261d7,TC-VO6X0.5(B)_290_7101_100_07161_Temp. Location_1_200928180219,7161,7101,G4-34,VO6X0.5(B),WITH SLIT,290,100,
SN-b57590716190d63,TC-VO6X0.5(B)_290_7101_100_07161_Temp. Location_2_200928180219,7161,7101,G4-34,VO6X0.5(B),WITH SLIT,290,100,
SN-18399071612e6de,TC-VO6X0.5(B)_295_7101_100_07161_Temp. Location_1_200928180219,7161,7101,Temp. Location,VO6X0.5(B),WITH SLIT,295,100,
SN-64f2d07161fa5ee,TC-VO6X0.5(B)_295_7101_100_07161_Temp. Location_2_200928180219,7161,7101,Temp. Location,VO6X0.5(B),WITH SLIT,295,100,
SN-c010c07161c8098,TC-VO6X0.5(B)_390_7101_100_07161_G6-31_1_200928180219,7161,7101,G6-31,VO6X0.5(B),WITH SLIT,390,100,
SN-05fde0716179f52,TC-VO6X0.5(B)_390_7101_100_07161_G6-31_2_200928180219,7161,7101,G6-31,VO6X0.5(B),WITH SLIT,390,100,
SN-2e01707161a40b4,TC-VO6X0.5(B)_860_7101_100_07161_G6-37_1_200928180219,7161,7101,G6-37,VO6X0.5(B),WITH SLIT,860,100,
SN-09725071617bc2f,TC-VO6X0.5(B)_860_7101_100_07161_G6-37_2_200928180219,7161,7101,G6-37,VO6X0.5(B),WITH SLIT,860,100,
SN-7f3260716145bda,TC-VO6X0.5(B)_105_7101_100_07161_G6-40_1_200928180219,7161,7101,G6-40,VO6X0.5(B),,105,100,
SN-5752c07161cec77,TC-VO6X0.5(B)_105_7101_100_07161_G6-40_2_200928180220,7161,7101,G6-40,VO6X0.5(B),,105,100,
SN-449da072915a842,TC-VO8X0.5(B)_90_7101_100_07291_Temp. Location_1_200928180220,7291,7101,G5-49,VO8X0.5(B),WITH SLIT,90,100,
SN-955c807291045dd,TC-VO8X0.5(B)_90_7101_100_07291_Temp. Location_2_200928180220,7291,7101,G5-49,VO8X0.5(B),WITH SLIT,90,100,
SN-6113b07291e66c7,TC-VO8X0.5(B)_180_7101_100_07291_Temp. Location_1_200928180220,7291,7101,G5-47,VO8X0.5(B),WITH SLIT,180,100,
SN-362aa072914301f,TC-VO8X0.5(B)_180_7101_100_07291_Temp. Location_2_200928180220,7291,7101,G5-47,VO8X0.5(B),WITH SLIT,180,100,
SN-8811b07291e98f9,TC-VO8X0.5(B)_190_7101_100_07291_Temp. Location_1_200928180220,7291,7101,G5-48,VO8X0.5(B),WITH SLIT,190,100,
SN-99acf07291e1c50,TC-VO8X0.5(B)_190_7101_100_07291_Temp. Location_2_200928180220,7291,7101,G5-48,VO8X0.5(B),WITH SLIT,190,100,
SN-738cc072913e359,TC-VO8X0.5(B)_290_7101_100_07291_Temp. Location_1_200928180220,7291,7101,Temp. Location,VO8X0.5(B),WITH SLIT,290,100,
SN-5b7e90729188665,TC-VO8X0.5(B)_290_7101_100_07291_Temp. Location_2_200928180220,7291,7101,Temp. Location,VO8X0.5(B),WITH SLIT,290,100,
SN-bdce3072916257d,TC-VO8X0.5(B)_295_7101_100_07291_G5-19_1_200928180220,7291,7101,G5-19,VO8X0.5(B),WITH SLIT,295,100,
SN-a0318072911c099,TC-VO8X0.5(B)_295_7101_100_07291_G5-19_2_200928180220,7291,7101,G5-19,VO8X0.5(B),WITH SLIT,295,100,
SN-22fe60729146037,TC-VO8X0.5(B)_330_7101_100_07291_G5-21_1_200928180220,7291,7101,G5-21,VO8X0.5(B),WITH SLIT,330,100,
SN-1cb4507291e6ceb,TC-VO8X0.5(B)_330_7101_100_07291_G5-21_2_200928180220,7291,7101,G5-21,VO8X0.5(B),WITH SLIT,330,100,
SN-29922072911142e,TC-VO8X0.5(B)_355_7101_100_07291_Temp. Location_1_200928180220,7291,7101,Temp. Location,VO8X0.5(B),WITH SLIT,355,100,
SN-defa007291a4d26,TC-VO8X0.5(B)_355_7101_100_07291_Temp. Location_2_200928180220,7291,7101,Temp. Location,VO8X0.5(B),WITH SLIT,355,100,
SN-f237c072914d8b5,TC-VO8X0.5(B)_660_7101_100_07291_G5-32_1_200928180220,7291,7101,G5-32,VO8X0.5(B),WITH SLIT,660,100,
SN-9f95607291a0c9e,TC-VO8X0.5(B)_660_7101_100_07291_G5-32_2_200928180220,7291,7101,G5-32,VO8X0.5(B),WITH SLIT,660,100,
SN-80ae801LV431170,TC-VS70FP_120_7101_100_01LV4_O3-62_1_200928180220,01LV4,7101,O3-62,VS70FP,,120,100,
SN-d4a4c01LV4f125c,TC-VS70FP_120_7101_100_01LV4_O3-62_2_200928180220,01LV4,7101,O3-62,VS70FP,,120,100,
